F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,Positive,Nagetive
3233,31979,410731,5914877,29856,297107,3834301,354366,3507735,4735176,3233,-103356128,3304203371602,-105632442353752040,-96494592,3084846089651,-98619782430382021,2880051512382,-92072679587252883,-85960226045590392,9.297904993956231e+21,1.5429298999098674e+24,1.963334517446896e+29,-1.2801963744680985e+33,1.5429298999098674e+24,1.0161098934364291e+28,-8.703837768149266e+31,1.963334517446896e+29,-8.703837768149264e+31,-1.2801963744680985e+33,24,0,23,41,9,19,4,19,12,44,5,13,8,15,34,13,17,20,3,7,0,830300,8192714,104802002,1510662806,8698529,84485771,1071064849,114779827,1106426059,1694451455,830300,-6802402241486,55730068956995849210,-456579966267088912113529646,-7222379930171,59170821902755142159,-484769037145651462965098145,62824005607318434445,-514698490379781447272614915,-546475776504382340800439027,1.0029140788501025e+27,1.3417752850300001e+29,3.6526613907026942e+34,-3.2873470898612408e+38,1.3417752850299987e+29,1.7167665556497443e+33,-2.242985017119376e+37,3.6526613907026942e+34,-2.242985017119376e+37,-3.2873470898612408e+38,3659,0,3573,6649,1407,3375,557,3633,2097,7494,721,1793,1277,2735,6340,1782,2984,3059,559,921,0,764847,7453224,96690420,1421065998,8215774,78544625,1009128789,112736330,1068818931,1729368094,764847,-5700568563504,42487558880702233140,-316668879521826806844982098,-6283801880804,46834521755328101345,-349067725185965432829331347,51626228614630919550,-384781343056606916963838745,-424148872215937004981647622,9.238538172543232e+26,6.381919795718895e+28,3.5349932915551387e+34,-3.500363782228219e+38,6.381919795718895e+28,1.763124822036277e+33,-2.642674553514493e+37,3.5349932915551387e+34,-2.642674553514493e+37,-3.500363782228219e+38,4285,0,4040,6922,1572,2914,767,2656,1875,7070,934,2510,1371,2230,4914,2521,2643,3561,434,1396,0,0,1
5118,58465,879085,14895583,58564,661926,9953232,865348,9715200,14343862,5118,-299165405,17487288126185,-1022194560570224867,-299671988,17516899496086,-1023925438309791388,17546561428484,-1025659271565027748,-1027396065423763514,1.3600399087342678e+26,2.886206257438132e+27,6.864917220291083e+33,-8.35863063851306e+37,2.886206257438132e+27,3.5562607269661714e+32,-6.668932787584943e+36,6.864917220291083e+33,-6.668932787584943e+36,-8.35863063851306e+37,29,1,35,30,14,26,8,23,31,41,6,26,17,21,20,35,36,45,8,19,0,1720648,19209949,272804317,4287718315,19058535,209026279,2940697491,258324799,2807477947,3901885953,1720648,-33053541117003,634956470105162884563,-12197474319054184296298001289,-32793011072145,629951704139064432169,-12101333075962349213101147721,624986386046364986149,-12005949624066275690400408459,-11911317990409097995838284317,2.078359754239757e+27,-2.6035822317160933e+28,8.031521657815864e+34,-7.835752208232346e+38,-2.6035822317160862e+28,3.3924791841838644e+33,-5.933406004596337e+37,8.031521657815864e+34,-5.933406004596337e+37,-7.835752208232346e+38,6334,428,8097,7160,2789,6634,1982,5258,7041,9288,726,5091,4043,4864,5163,7357,9922,10988,2948,5043,0,1868518,19791109,268119155,4044551239,19971641,208389749,2801057411,277360337,2872967827,4316851727,1868518,-36980023615353,731875286506297965751,-14484615817723173033356034381,-37317350726397,738551360556636654153,-14616742656232146602025268541,745288332912523234933,-14750074739099084319859604059,-14884623060411045964460361639,2.256970984926938e+27,1.8520640945177808e+29,8.695837710726042e+34,-8.842256534231882e+38,1.8520640945177805e+29,4.604610798764619e+33,-6.816838488085359e+37,8.695837710726042e+34,-6.816838488085359e+37,-8.842256534231882e+38,7354,44,8423,7000,3819,5638,1794,5598,7591,10064,2106,7181,3981,5048,4277,9163,7070,10252,828,3925,0,1,0
3425,31931,387453,5293223,31816,295693,3590901,387618,3586531,5332972,3425,-109331744,3490052716356,-111408341535466208,-108937984,3477483146101,-111007096867517985,3464959028706,-110607303151961795,-110208955120939204,5.184255230484975e+20,2.3974074115540233e+22,9.17947265889241e+27,-6.306621733509341e+31,2.397407411554024e+22,5.182099212397657e+26,-5.401448093822584e+30,9.17947265889241e+27,-5.401448093822584e+30,-6.306621733509341e+31,13,4,20,25,9,19,11,20,18,28,10,15,7,15,26,25,13,37,2,5,0,810918,8419951,110331365,1622213893,8438456,86341335,1121491409,111918258,1134793319,1656372842,810918,-6827881405067,57490355969010780681,-484065383296219969708536617,-6842887424152,57616705758576362231,-485129241021099912492953441,57743333234232243634,-486195436846369387098718999,-487263975910604992243152742,9.79502684563371e+26,1.4784082117739386e+29,3.5671365744385295e+34,-3.2177428742914296e+38,1.4784082117739386e+29,1.753912663474945e+33,-2.182795909188238e+37,3.5671365744385286e+34,-2.182795909188238e+37,-3.2177428742914296e+38,1844,699,3031,4604,1488,3151,2088,3812,3194,4077,1574,2818,944,2013,4071,3799,2318,5414,327,737,0,783201,8529536,116355202,1753138850,7716152,82833692,1122303212,99218486,1056676112,1442135408,783201,-6680332595200,56980064609863807106,-486012891824944871298293854,-6043290246400,51546395900004238620,-439666278127857006313145732,46630886582437384182,-397739317978036655571606064,-359810549354391609276040192,9.460234968920612e+26,2.7058836924781907e+29,3.243733562936972e+34,-2.7075110064091234e+38,2.70588369247819e+29,1.7437138462409428e+33,-1.635075627088252e+37,3.243733562936972e+34,-1.635075627088252e+37,-2.7075110064091234e+38,2355,593,3429,3471,1419,2986,1465,2648,2620,4967,1656,2027,1317,2832,4327,4276,1881,6537,319,878,0,0,1
5182,62280,976232,17137980,57052,677484,10567782,817868,9659752,13201660,5182,-322672680,20092176688232,-1251099314161056900,-295586412,18405569218284,-1146077655587534522,16860541864588,-1049871907536270104,-961742027460758580,3.1672082173193067e+27,8.989638322400315e+29,1.7921290642025035e+35,-2.0539074656715973e+39,8.989638322400315e+29,9.358392151797953e+33,-1.2989848425246131e+38,1.7921290642025035e+35,-1.2989848425246131e+38,-2.0539074656715973e+39,42,3,25,23,21,23,10,24,40,32,9,44,16,14,13,39,40,41,6,20,0,1989023,21176745,292502165,4507785855,20295835,212508019,2910788011,269809725,2798060399,4049711965,1989023,-42121011693390,891985475318701922690,-18889339457733132443426670420,-40368862323370,854880673562604181594,-18103580927714825663869623574,819319356932185626450,-17350508372181255351573163956,-16628762120333705863319806660,2.4025282064996595e+27,4.810482079256375e+29,8.656562855476016e+34,-7.932318553026291e+38,4.810482079256374e+29,4.6009021504529517e+33,-5.458506200557976e+37,8.656562855476016e+34,-5.458506200557977e+37,-7.932318553026291e+38,10114,496,6373,6338,5140,5461,2887,6291,10352,6565,2391,9597,4049,2740,2694,8750,11012,8921,2442,5242,0,2066592,22163135,303686069,4603685045,21504923,227222153,3090626885,291508551,3056918689,4457582417,2066592,-45802135322785,1015118417242903188819,-22498195635721431052602549775,-44441880327493,984970916735787179103,-21830032835384487158024836687,955718751956530020661,-21181713472052478987032654569,-20552648225290281588197846365,2.496223307285308e+27,3.7680872483734834e+29,9.258288592119017e+34,-8.92940763607866e+38,3.7680872483734834e+29,4.9217619777226927e+33,-6.524391786579545e+37,9.258288592119018e+34,-6.524391786579545e+37,-8.92940763607866e+38,10298,962,5777,4840,5066,5717,1973,5373,9088,8987,1983,11787,3727,4064,3624,10204,8428,11005,474,4478,0,1,0
7070,96378,1731828,35191356,94836,1304974,23474520,1696822,23401184,34304514,7070,-681296082,65652666803940,-6326577826866573780,-670395684,64602256433518,-6225355655592464640,63568652917750,-6125753067496834156,-6027744147552107814,1.8200653560447208e+33,3.940524278304361e+35,2.545630929130407e+41,-5.373135546222555e+45,3.940524278304359e+35,1.4069852347587062e+40,-3.9366827268445345e+44,2.545630929130407e+41,-3.9366827268445345e+44,-5.373135546222555e+45,49,4,39,103,27,40,13,33,32,48,7,35,63,42,29,60,28,30,9,25,0,4289663,41041247,529355943,7840174421,46680499,439527179,5616103145,647137235,6048076381,9978276061,4289663,-176053077688514,7225436162141066177892,-296540841083989043778139322522,-200243562701338,8218243601160150073412,-337286886913542413359116019898,9347467249367906055896,-383631622774051340051603406326,-436344333866684043239447165074,5.181456601496292e+27,1.8057179372512488e+29,2.017330047721006e+35,-2.035278850253105e+39,1.8057179372512488e+29,1.0001716868870311e+34,-1.563844643720418e+38,2.017330047721006e+35,-1.563844643720418e+38,-2.0352788502531047e+39,17254,1505,15653,40688,10988,14246,4766,14557,10096,17140,2062,13840,20114,13234,8402,17088,7862,12488,3869,10834,0,4367948,44439952,583208926,8524400134,46619712,466797888,6076845354,642249414,6385836744,9920313186,4367948,-194111355018544,8626297324770303916510,-383352151285696555871177661082,-203632431171264,9049413395116979203392,-402155404837499157575075306070,9493283121667245642438,-421880949663663416330992444056,-442574023743480133720295970078,5.276016554119171e+27,4.527036529348439e+29,2.0170122545655634e+35,-2.0174805546251898e+39,4.527036529348439e+29,1.043040113695568e+34,-1.5343325894899124e+38,2.0170122545655634e+35,-1.5343325894899122e+38,-2.0174805546251898e+39,17879,1363,12310,33163,8371,14434,4555,9104,12848,17276,2957,11255,25057,16880,12391,25932,12214,9022,2584,7091,0,0,1
263,762,2796,11562,757,2123,7593,2621,7161,10105,263,-199644,151550880,-115043569374,-198334,150555797,-114287696511,149568410,-113537672143,-112793446366,746142.4914298906,4687844.746612275,11364291172.708542,696129151804.7318,4687844.746612275,843130604.0195881,-123006366779.86694,11364291172.708542,-123006366779.86694,696129151804.7318,0,2,0,0,0,2,0,1,5,4,0,0,0,1,0,1,2,5,0,0,0,829,10119,145087,2238399,7865,94009,1328489,92869,1084797,1317941,829,-8378532,84680116234,-855844903688994,-6512220,65817662254,-665205685329798,51156844944,-517031648286334,-401863530056364,1.0013438171344509e+24,3.7547475080260874e+26,3.134025298151477e+31,-2.3564802222399127e+35,3.7547475080260874e+26,1.451751448185471e+30,-1.304534696923502e+34,3.134025298151477e+31,-1.3045346969235025e+34,-2.356480222239913e+35,0,27,0,0,0,11,0,2,80,38,0,0,0,23,0,6,24,65,0,0,0,469,4648,57386,829606,6291,61245,741057,95263,916371,1476423,469,-2175264,10089080554,-46794164099850,-2944188,13655406501,-63335064197613,18482405290,-85723037042851,-116025031901862,5.6650211126183064e+23,-3.299809578186606e+26,2.7629406019796673e+31,-3.147056927209711e+35,-3.299809578186606e+26,9.735481305870188e+29,-2.6859399189435794e+34,2.762940601979667e+31,-2.6859399189435794e+34,-3.1470569272097108e+35,0,21,0,0,0,37,0,22,40,58,0,0,0,1,0,18,24,55,0,0,0,1,0
5442,64743,1007087,17644851,61424,720142,11077508,893534,10347228,14572064,5442,-352266663,22802609913647,-1476038123637689745,-334207984,21633651454222,-1400370136291929056,20524619194974,-1328581239629717302,-1260472572099142720,3.326118702943204e+27,6.855849457338653e+29,1.9355826686073874e+35,-2.3027227870358013e+39,6.855849457338653e+29,9.748016223688435e+33,-1.5372805757534506e+38,1.9355826686073874e+35,-1.5372805757534506e+38,-2.3027227870358013e+39,23,1,24,35,22,15,9,25,39,40,6,32,35,23,29,68,26,19,3,20,0,1769631,19610888,265234602,3930307418,18491154,201857360,2708580360,238269012,2578470896,3438610482,1769631,-34704015731440,680576181072845004778,-13346695720406512013133861526,-32722500853020,641716936680731454368,-12584631861501664621268045036,605076460615786202376,-11866079995170789673759902064,-11188555692483537455736490854,2.137526007791862e+27,3.0015823011164064e+29,7.6193197424129505e+34,-6.510482276705547e+38,3.0015823011164057e+29,3.2781905155316655e+33,-4.2098789407510425e+37,7.6193197424129505e+34,-4.2098789407510416e+37,-6.5104822767055475e+38,5703,439,5634,8605,5393,3284,1784,6982,8119,10530,1598,8239,9070,6967,6117,18066,6126,3339,1307,4963,0,2086199,22898589,309447013,4606672899,21431377,232133837,3114926081,288013033,3096944859,4379090317,2086199,-47770990574622,1093887754946074264450,-25048474105887734296983606996,-44710095834646,1023797617920109221278,-23443509634500085085757705338,958198460234795984446,-21941382203947693811062566952,-20535502598608296701507165074,2.51990647763821e+27,4.621447637377845e+29,9.2016763142847e+34,-8.697723500974186e+38,4.6214476373778444e+29,4.9583527014833335e+33,-6.207327011814588e+37,9.2016763142847e+34,-6.207327011814588e+37,-8.697723500974186e+38,5682,56,6246,8720,5497,4141,2671,5393,11186,9270,1372,7601,8255,4418,8238,15594,6744,6066,178,4937,0,0,1
5796,73536,1208728,22235310,70272,896965,14795867,1106652,14177527,19511034,5796,-426141120,31331307065752,-2303581525031133522,-407226240,29940622159813,-2201333743145668645,28611665289948,-2103624412719120137,-2010252084812249862,8.501955458548541e+28,1.010334008808818e+31,6.484693940664262e+36,-9.532905495737647e+40,1.010334008808818e+31,3.3503637024839906e+35,-6.97460992536791e+39,6.484693940664262e+36,-6.97460992536791e+39,-9.532905495737643e+40,35,6,35,26,28,34,11,36,39,45,18,29,24,23,28,37,26,25,14,34,0,2739776,29010672,392729218,5967996900,28746679,299966030,4027012506,391450563,4051484640,5991970495,2739776,-79482713878800,2305846100389017391234,-66894120484952276827214696892,-78759432457225,2284863227962532912942,-66285393477548445113899094164,2264071296698866227297,-65682205799568647380838932132,-65084507043900788870754981883,3.3093579709690687e+27,4.298571089830644e+29,1.2387868392117666e+35,-1.2039937117484533e+39,4.298571089830644e+29,6.508265336418583e+33,-8.871033902988802e+37,1.2387868392117664e+35,-8.871033902988802e+37,-1.2039937117484533e+39,8729,2178,9297,7282,8299,8595,3183,8815,11880,11133,5563,8344,8309,5834,7325,9901,7914,8175,2753,9672,0,2710293,28104356,377704904,5728694114,28746342,293599714,3911066792,393516538,3985480592,6050648340,2710293,-76171011231952,2140736426688329113080,-60163996439476709606707055998,-77910980751864,2189637131462397853546,-61538318748020175381497979224,2239654871896714817062,-62944034612840745686663454672,-64381861154929444939451613168,3.273745643151727e+27,3.342117259255642e+29,1.2396936839173082e+35,-1.2236396766865528e+39,3.342117259255642e+29,6.399784074813844e+33,-9.187166359133477e+37,1.2396936839173084e+35,-9.187166359133477e+37,-1.2236396766865528e+39,10661,1146,10093,7122,7213,10241,2911,11129,9726,13797,4409,7722,4987,6908,8187,10597,6490,5675,5003,9164,0,1,0
11597,209177,4953019,131771717,201704,3600995,84960803,4559434,80599233,115645172,11597,-2425616492,507339430882774,-106114589662489727774,-2338959584,489214360665755,-102323568511169419707,471736823986954,-98667984821295784553,-95142999957543713852,2.8331076966397888e+45,9.343945252288772e+47,1.4751110556392811e+54,-6.045906920813666e+58,9.343945252288772e+47,7.25300646066486e+52,-4.005632664347208e+57,1.4751110556392811e+54,-4.005632664347208e+57,-6.045906920813666e+58,109,8,70,139,38,34,11,49,75,106,16,31,104,31,29,144,61,79,4,25,0,11578926,117597777,1563167381,23276249685,124671217,1244799831,16404058435,1720454581,17044987035,26551653961,11578926,-1361655840049725,160127685999679637286977,-18830658283429168633118693288085,-1443558671301725,169759276053099825980547,-19963311764866388423984062619755,179970200819178402142817,-21164093714767329178456093060275,-22437102022107999135528865159169,1.3986110927813432e+28,8.796670827493426e+29,5.385860159801492e+35,-5.4061821024827703e+39,8.796670827493414e+29,2.7214564490016206e+34,-4.133724193544277e+38,5.385860159801492e+35,-4.133724193544277e+38,-5.4061821024827703e+39,55743,4730,39472,70919,24349,19406,8557,37348,50850,69477,8968,19617,42451,19433,15064,84213,36069,49806,2563,17831,0,12109368,118602097,1565803667,23091099937,129274614,1244763760,16305378618,1766842556,16893352878,27084720708,12109368,-1436196319542599,170335881134978475236361,-20202191028640212109101343561805,-1565433744709338,185663709504851077779988,-22020103465638667160833524195350,202370826377950154139092,-24001602397978676939516203955714,-26161408304443220899337821049004,1.4626828439331452e+28,1.2463055368796527e+30,5.5551213550122406e+35,-5.470108460727968e+39,1.2463055368796519e+30,2.7886785300418253e+34,-4.1089994238659206e+38,5.555121355012241e+35,-4.1089994238659206e+38,-5.470108460727968e+39,71133,4582,42008,90877,19883,20170,4247,19688,36450,53907,9656,16467,78605,16651,18692,83403,34935,42150,2093,11269,0,0,1
2655,23524,270740,3497638,22655,198726,2261654,247859,2146554,3030773,2655,-62432696,1468113632868,-34522900156242890,-60126370,1413879990386,-33247586908384454,1361649911184,-32019387842756822,-30836562308672662,2.232635464223464e+19,1.963149270095642e+21,2.7499885101649464e+26,-1.363089379463882e+30,1.963149270095641e+21,1.4455245027071792e+25,-1.042374795511432e+29,2.7499885101649464e+26,-1.042374795511432e+29,-1.3630893794638817e+30,41,2,15,12,5,28,5,7,7,28,1,3,13,8,26,15,12,34,4,2,0,483777,4921448,67091272,1019463938,4908747,48841727,659243735,64662005,637022195,954791853,483777,-2380878427648,11717345155408068872,-57666185680381549140239038,-2374733988672,11687105680987573127,-57517363987009564186791153,11656944246959265980,-57368926364576192903915951,-57220871821891597527501954,5.843511553942746e+26,1.2515415351883116e+29,2.0820770387320616e+34,-1.8385817080294207e+38,1.251541535188313e+29,1.0937781739132852e+33,-1.2027582305959185e+37,2.0820770387320616e+34,-1.2027582305959187e+37,-1.8385817080294207e+38,4734,256,1934,1705,755,3935,856,883,992,3911,1,495,2230,1199,2940,2296,1370,4556,644,354,0,522988,5061230,69432484,1061033264,5571543,52641069,715278699,77629699,727231949,1217608329,522988,-2646957494010,13396835061428551884,-67804333869940604449947696,-2913844558941,14747609298241020609,-74640899888270552015263353,16234579213442044813,-82166782241871602981682705,-90451483223116514117619237,6.317138724191948e+26,5.726111821263534e+28,2.4353495195734703e+34,-2.508521384597944e+38,5.726111821263527e+28,1.3178245660290434e+33,-1.957896641938655e+37,2.4353495195734703e+34,-1.957896641938655e+37,-2.508521384597944e+38,6295,282,2101,1523,590,3597,489,1000,891,3621,268,312,1267,953,4054,1739,1858,4590,432,184,0,1,0
861,4914,35286,282672,4080,23021,162061,24886,138465,172722,861,-4226040,20742648450,-101811060687492,-3508800,17222217101,-84531710388647,14299282486,-70185061439499,-58273358127918,73867085315.82944,4682114954409.04,4.8509767910442264e+16,-2.721713179876961e+19,4682114954409.039,3164779341917296.5,-2.4905746929897503e+18,4.8509767910442264e+16,-2.4905746929897503e+18,-2.721713179876961e+19,5,1,5,8,5,2,5,7,7,7,3,11,2,3,1,6,2,6,0,3,0,43513,391549,4678225,64806553,433654,3826491,45158799,5536806,48257329,80105422,43513,-17037080088,6670698365435136,-2611845249331490058012,-18869152848,7388028135517997,-2892708548197535036009,8182495558891682,-3203774323849986586233,-3548290382751348688590,5.255907541009814e+25,1.357209153711614e+28,1.8046624129132405e+33,-1.5002369774783377e+37,1.357209153711614e+28,9.077515755651855e+31,-9.146551230364619e+35,1.8046624129132405e+33,-9.146551230364619e+35,-1.5002369774783377e+37,255,42,254,388,273,103,240,337,358,239,112,450,45,114,56,263,79,332,0,65,0,36395,384907,5002655,72774019,289000,3065337,39876623,3003572,32210005,36066940,36395,-14008305358,5391746642035712,-2075264003316867090292,-10517866000,4048289013404337,-1558171965575810667695,3039579756003572,-1169923379098252463799,-878414413652060857060,4.396128857009455e+25,3.3065069891155293e+28,1.1352332067523509e+33,-4.486917156469975e+36,3.3065069891155293e+28,7.577649889851336e+31,1.9940077953563915e+35,1.1352332067523508e+33,1.994007795356392e+35,-4.486917156469975e+36,195,48,196,332,177,77,210,293,272,391,158,540,135,156,34,277,101,208,0,205,0,0,1
413,1585,7723,42679,1643,6102,28850,8297,30196,47501,413,-653020,1032532198,-1632606096436,-676916,1070313807,-1692342130129,1109481836,-1754270104371,-1818470678282,49211359.91004898,228224489.50271532,5748866627251.971,-1391416820627735.8,228224489.50271535,409384582469.36676,-308817856255294.56,5748866627251.971,-308817856255294.56,-1391416820627735.8,9,0,1,1,2,3,0,2,9,8,0,2,1,3,3,2,0,2,0,0,0,3744,34183,441725,6037135,33545,290066,3744640,385967,3291402,5236913,3744,-127946969,4372443205563,-149423314222687757,-125558935,4290834696436,-146634430580149846,4210749593517,-143897607809712574,-141211873921463257,4.522353741075253e+24,2.277664639868402e+27,1.3421986004442902e+32,-8.67510544968157e+35,2.277664639868401e+27,7.282403300578098e+30,-3.1185219793546796e+34,1.3421986004442902e+32,-3.1185219793546777e+34,-8.675105449681571e+35,249,0,39,40,16,44,0,53,188,143,0,88,24,139,63,50,0,40,0,0,0,7024,59583,639113,7868163,66987,555118,5887276,806221,6631996,10473543,7024,-418451409,24929040807671,-1485135586968624501,-470449701,28026813803380,-1669683909909939146,31509527668939,-1877164897159655846,-2110428249998428701,8.484244839025793e+24,3.078850246319282e+27,2.704180180097528e+32,-1.7005586955971302e+36,3.078850246319282e+27,1.3139623126276436e+31,-4.990256147288434e+34,2.704180180097528e+32,-4.990256147288433e+34,-1.7005586955971305e+36,192,0,10,9,82,103,0,45,253,249,0,10,25,8,84,48,0,58,0,0,0,1,0
10863,187047,4279093,110605137,179369,3095475,71069311,3930141,67576977,97057037,10863,-2031704514,379989251929042,-71069307071375577756,-1948306078,364391259633798,-68152017779282381716,349433543596762,-65354479231862174820,-62671775809645767790,7.5822685444753e+43,3.860485976129292e+46,3.3440223238909015e+52,-1.2552280430558144e+57,3.860485976129292e+46,1.7606399125204913e+51,-8.213094939039297e+55,3.3440223238909015e+52,-8.213094939039297e+55,-1.2552280430558142e+57,96,20,43,60,60,89,18,89,67,98,28,55,41,29,39,78,52,82,17,34,0,10719451,105652332,1362077564,19961759568,112017629,1086925057,13884727031,1520077525,14633790957,23178131495,10719451,-1132534890257400,119654941064644495296140,-12641822379467338833854484059040,-1200767373184050,126863861331486505668829,-13403461545809150756447918639981,134507101576687774913334,-14210987626418088250975186426825,-15067165196691547813904524860852,1.294795655238325e+28,1.8157217189382811e+30,4.819854797160612e+35,-4.6366532721006944e+39,1.8157217189382811e+30,2.5358850670547145e+34,-3.375920886553911e+38,4.819854797160613e+35,-3.375920886553911e+38,-4.6366532721006944e+39,49149,11337,23127,36313,30213,42383,9685,50825,48740,62238,13497,28288,21663,15893,23194,38553,24540,41062,11301,18059,0,10907281,108848654,1442249578,21619606178,116495898,1143659960,15015770532,1600571480,15587270270,24664053852,10907281,-1187242746801120,129229763112536682330342,-14066484481896721180753863959250,-1270653378337440,138308897252162551644428,-15054735921875651312845716813296,148025892784861169566196,-16112417709563604107126241857858,-17244407726224384901684184897444,1.3174835212422276e+28,1.1066008070826388e+30,5.027535940245423e+35,-5.005577790816501e+39,1.1066008070826388e+30,2.568775400997281e+34,-3.795206527826054e+38,5.027535940245423e+35,-3.795206527826054e+38,-5.0055777908165e+39,56067,10583,24001,29447,35547,55161,10043,46719,24692,45170,17191,31992,23273,15891,19550,46935,32452,48810,7331,19205,0,0,1
1006,5854,44504,382276,5752,32667,246195,42568,236815,351136,1006,-5883270,34406437768,-201215194788564,-5780760,33806929499,-197709095154945,33217888584,-194264212794673,-190879476667296,949376499541.1938,28409376631542.46,1.2136064897212436e+18,-1.5292219653509984e+21,28409376631542.477,7.492615378962453e+16,-1.620037615493893e+20,1.2136064897212434e+18,-1.620037615493893e+20,-1.5292219653509984e+21,16,1,5,9,4,8,1,6,10,12,4,2,8,4,3,4,3,12,0,0,0,63711,593229,7404053,103589715,562997,5142495,63517987,6678297,60301889,91946603,63711,-37794619590,22420512471513722,-13300289432214940564908,-35868538870,21277923464306412,-12622483135757917415880,20193562819249678,-11979219050292046666342,-11368736843374447169608,7.695611089680704e+25,4.106570346610312e+28,2.3197139068182452e+33,-1.5526071591632868e+37,4.106570346610312e+28,1.4425596405287284e+32,-5.670868597771927e+35,2.3197139068182452e+33,-5.670868597771926e+35,-1.5526071591632868e+37,922,5,200,599,158,462,20,280,717,439,293,78,561,437,202,203,37,715,0,0,0,38224,322195,3885163,55088803,435141,3587659,42678039,5531757,45006137,74763027,38224,-12315259485,3967811224036713,-1278375492892134276927,-16632394443,5358734130895549,-1726512174329371219979,7237247408163339,-2331743924916475844011,-3149140686306594770025,4.61705260146529e+25,-4.041686831012884e+27,1.7195911067688746e+33,-1.3535250396059915e+37,-4.041686831012884e+27,4.187982549830346e+31,-8.02911303326156e+35,1.7195911067688752e+33,-8.02911303326156e+35,-1.3535250396059915e+37,886,108,365,418,294,442,93,398,413,917,159,148,343,15,137,249,302,641,0,0,0,1,0
4860,55448,826872,13895804,56296,628528,9242414,839304,9273270,14000350,4860,-269421832,14935828086904,-827991413639479108,-273542264,15164250582192,-840654366706633874,15396166893832,-853511004688920074,-866564290426659554,1.2914798664416834e+26,-2.0195492820642947e+27,6.623668575289133e+33,-8.218801654471287e+37,-2.019549282064294e+27,3.409930393263209e+32,-6.671524521265662e+36,6.623668575289133e+33,-6.671524521265662e+36,-8.218801654471287e+37,41,13,8,17,33,34,10,38,13,68,23,10,25,15,14,36,25,37,4,15,0,1953066,20214388,267944726,3975886594,19926758,203142062,2670958414,265275182,2683419934,3978508028,1953066,-39480013699220,798063906540134107542,-16132365195575654475328004006,-38918253613270,786708276014027076718,-15902818191666692740262858182,775514224458837763278,-15676537406096182862284179090,-15453476363928442679687413096,2.3590959753383765e+27,4.729924854764048e+29,8.509386075575548e+34,-7.788607908632177e+38,4.729924854764046e+29,4.5458099611008375e+33,-5.340249758984355e+37,8.509386075575548e+34,-5.340249758984355e+37,-7.788607908632179e+38,9368,3107,2078,3342,8800,6511,2121,9890,2644,16761,5242,2130,6492,3668,3713,8626,5919,9690,1467,3391,0,2008115,19984516,258820734,3786466666,21226370,208113534,2673002668,289971590,2822674396,4440530576,2008115,-40131186362824,802001936586217099662,-16027612552315004275076776318,-42624970766180,851838986077733695494,-17023581369297574562232632640,904772950163626761290,-18081440494721821279762814004,-19205035842449569553191490324,2.425589311634437e+27,2.6895620394517835e+29,9.14854345463433e+34,-8.942315633744391e+38,2.6895620394517863e+29,4.741989576945652e+33,-6.632870594634328e+37,9.14854345463433e+34,-6.632870594634327e+37,-8.94231563374439e+38,10312,3133,1762,4818,7040,9809,2679,8350,3596,15879,5798,2670,5508,3532,3007,8654,6081,8070,453,3809,0,0,1
